"name";"energy";"protein";"fat";"sacharid";"cholesterol";"vlaknina";"unit";"amount";"idgroup"
"1 vejce celé (60g)";"340";"7.6";"6.6";"0.8";"290";"0";"ks";"60";"25"
"Bílek - 1 kus";"70";"3";"0.2";"0.5";"0";"0";"ks";"37.5";"25"
"Žloutek - 1 kus";"270";"4.6";"6.4";"0.3";"290";"0";"ks";"22.5";"25"
"Vajahit (v množ. 1 vejce)";"160";"1";"0.8";"6.8";"1";"0";"g";"100";"25"
"Maso. ryby. uzeniny";"null";"null";"null";"null";"null";"null";"g";"null";"null"
"Maso - 100 g";"null";"null";"null";"null";"null";"null";"g";"null";"0"
"Hovězí kližka";"640";"20";"8.1";"0";"65";"0";"g";"100";"27"
"Hovězí maso přední";"960";"18";"17.5";"0";"60";"0";"g";"100";"27"
"Hovězí maso zadní";"760";"19.2";"11.7";"0";"67";"0";"g";"100";"27"
"Hovězí svíčková";"620";"20";"7.4";"0";"63";"0";"g";"100";"27"
"Jehněčí - průměr";"1140";"20.4";"22.6";"0.1";"77";"0";"g";"100";"27"
"Koňské - průměr";"610";"20.6";"6.7";"0.6";"null";"0";"g";"100";"27"
"Kozí - průměr";"600";"19.9";"7.1";"0.1";"70";"0";"g";"100";"27"
"Králičí - průměr";"680";"19.7";"9.2";"0.3";"65";"0";"g";"100";"27"
"Mleté maso na sekanou";"1390";"16.1";"29.7";"0";"65";"0";"g";"100";"27"
"Skopové - průměr";"1010";"17.1";"19";"0";"72";"0";"g";"100";"27"
"Špek";"3330";"2.9";"89";"0";"85";"0";"g";"100";"27"
"Telecí bok";"930";"25.4";"13.2";"0";"63";"0";"g";"100";"27"
"Telecí hrudí";"900";"18.2";"15.6";"0";"65";"0";"g";"100";"27"
"Telecí kýta na řízky";"580";"20.8";"6.1";"0";"65";"0";"g";"100";"27"
"Uzená krkovice";"1830";"17.3";"40";"0";"100";"0";"g";"100";"27"
"Uzený bok";"2470";"10.3";"61";"0";"100";"0";"g";"100";"27"
